year,st,stateno,state,state_fips,state_icpsr,immig_laws_restrict,immig_laws_accom,immig_laws_neut,immig_laws_total,inctax,tels,edufree,elecfree,gunfree,healthfree,labfree,landfree,marrfree,absvot,earlvot,elecdayreg,mailreg,motorvoter,pubcamfun,indlimit,candlim,corporlimits,ig_ed,ig_ag,ig_bk,ig_in,ig_mf,ig_cons,ig_legal,ig_sb,ig_health,ig_cir,ig_hotel,ig_env,ig_rel,ig_welf,ig_resou,ig_gg,ig_women,ig_util,ig_tax,ig_comm,ig_tran,ig_igr,ig_polf,ig_sport,ig_sofb,ig_mil,ig_unk,universal_health_care,medicaid_stateadoption,equalpay,pubbrefeed,genderrights_gender_equal_pay,genderrights_era_ratification,genderrights_state_eras,genderrights_gender_discrimination,genderrights_gender_discrimination_laws_post1964,foca,aborparc,aborparn,pgestlim,ssame,sstmrrge,fhpriv,fhpub,fhurb,environ,environmental_covenants_act,transboundary_pollution_reciproc,ewaste,environment_state_nepas,w_environment_endangered_species,w_environment_solar_taxcredit,fsmlp,fswp,fwtldrps,fesasap,guncontrol_opencarry,w_guncontrol_registration_requir,fairemp,fairtrade,miglab,minwage,z_labor_unemployment_compensatio,urbrenen,frent,bus_ig,nonprofit_ig,citizen_ig,association_ig,gov_ig,COVIDCOVI,gayempnondisc
1956,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,247.879,1,NA,NA,NA,NA,NA,NA,NA,NA
1957,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,239.185,1,NA,NA,NA,NA,NA,NA,NA,NA
1958,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,232.984,1,NA,NA,NA,NA,NA,NA,NA,NA
1959,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,274.268,1,NA,NA,NA,NA,NA,NA,NA,NA
1960,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,269.946,1,NA,NA,NA,NA,NA,NA,NA,NA
1961,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,0,NA,NA,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,280.467,1,NA,NA,NA,NA,NA,NA,NA,NA
1962,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,0,NA,NA,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,273.65,1,NA,NA,NA,NA,NA,NA,NA,NA
1963,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,0,NA,NA,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,267.422,1,NA,NA,NA,NA,NA,NA,NA,NA
1964,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,0,NA,NA,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,262.456,1,NA,NA,NA,NA,NA,NA,NA,NA
1965,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,0,NA,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,285.419,1,NA,NA,NA,NA,NA,NA,NA,NA
1966,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,0,NA,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,294.89,1,NA,NA,NA,NA,NA,NA,NA,NA
1967,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,NA,NA,NA,0,NA,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,281.256,1,NA,NA,NA,NA,NA,NA,NA,NA
1968,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,NA,NA,NA,0,NA,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,293.55,1,NA,NA,NA,NA,NA,NA,NA,NA
1969,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,NA,NA,NA,0,NA,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,1,0,1,0,1,271.262,1,NA,NA,NA,NA,NA,NA,NA,NA
1970,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,NA,NA,NA,0,NA,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,1,0,1,0,1,285.549,1,NA,NA,NA,NA,NA,NA,NA,NA
1971,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,NA,0,NA,1,NA,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,1,0,1,0,1,343.404,1,NA,NA,NA,NA,NA,NA,NA,NA
1972,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0,NA,1,NA,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,1,0,1,0,1,321.472,1,NA,NA,NA,NA,NA,NA,NA,NA
1973,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,1,0,NA,1,0,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,1,0,1,0,1,317.896,1,NA,NA,NA,NA,NA,NA,NA,NA
1974,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,1,1,NA,1,0,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,1,0,1,0,1,288.964,1,NA,NA,NA,NA,NA,NA,NA,NA
1975,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,1,1,NA,1,0,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,1,0,1,0,1,317.183,1,NA,NA,NA,NA,NA,NA,NA,NA
1976,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,1,1,NA,1,0,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,0,0,1,NA,NA,NA,NA,1,1,0,1,0,1,298.397,1,NA,NA,NA,NA,NA,NA,NA,NA
1977,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,1,1,NA,1,0,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,0,0,1,NA,NA,NA,NA,1,1,0,1,0,1,279.317,1,NA,NA,NA,NA,NA,NA,NA,NA
1978,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,1,1,NA,1,0,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,0,0,1,NA,NA,NA,NA,1,1,0,1,0,1,277.852,1,NA,NA,NA,NA,NA,NA,NA,NA
1979,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,1,1,NA,1,0,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,0,0,1,NA,NA,NA,NA,1,1,0,1,0,1,251.444,1,NA,NA,NA,NA,NA,NA,NA,NA
1980,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,8,3,10,7,11,5,6,16,20,2,5,1,0,2,4,2,2,4,3,2,9,4,3,5,2,0,13,NA,1,1,0,NA,1,1,NA,1,0,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,0,2,1,NA,NA,NA,NA,1,1,0,1,0,1,251.376,1,NA,NA,NA,NA,NA,NA,NA,NA
1981,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,1,1,NA,1,0,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,0,2,1,NA,NA,NA,NA,1,1,0,1,0,1,229.406,1,NA,NA,NA,NA,NA,NA,NA,NA
1982,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,1,1,NA,1,0,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,0,2,1,NA,NA,NA,NA,1,1,0,1,0,1,251.277,1,NA,NA,NA,NA,NA,NA,NA,NA
1983,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,1,1,NA,1,0,0,0,NA,NA,NA,1,1,1,0,NA,0,NA,0,2,1,NA,NA,NA,NA,1,1,0,1,0,1,242.713,1,NA,NA,NA,NA,NA,NA,NA,NA
1984,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,1,NA,1,0,0,0,NA,NA,NA,1,1,1,0,NA,0,NA,0,2,1,NA,NA,NA,NA,1,1,0,1,0,1,247.735,1,NA,NA,NA,NA,NA,NA,NA,NA
1985,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,1,NA,1,0,0,0,NA,NA,NA,1,1,1,0,NA,0,NA,0,2,1,NA,NA,NA,NA,1,1,0,1,0,1,237.282,1,NA,NA,NA,NA,NA,NA,NA,NA
1986,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,1,NA,1,0,0,0,NA,NA,NA,1,1,1,0,NA,0,NA,0,2,1,NA,NA,NA,NA,1,1,0,1,0,1,242.823,1,NA,NA,NA,NA,NA,NA,NA,NA
1987,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,1,NA,1,0,0,0,NA,NA,NA,1,1,1,0,NA,0,NA,0,2,1,NA,NA,NA,NA,1,1,0,1,0,1,239.987,1,NA,NA,NA,NA,NA,NA,NA,NA
1988,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,NA,1,1,NA,1,0,0,0,NA,NA,NA,1,1,1,0,NA,0,NA,0,2,1,NA,NA,NA,NA,1,1,0,1,0,1,228.434,1,NA,NA,NA,NA,NA,NA,NA,NA
1989,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,NA,1,1,NA,1,0,0,0,NA,NA,NA,1,1,1,0,NA,0,NA,0,2,1,NA,NA,NA,NA,1,1,0,1,0,1,225.259,1,NA,NA,NA,NA,NA,NA,NA,NA
1990,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,4,1,13,13,16,12,3,24,25,1,2,7,3,4,6,4,3,11,1,4,6,4,3,8,8,0,8,0,NA,1,0,NA,1,1,NA,1,0,0,0,NA,NA,NA,1,1,1,0,NA,0,NA,0,2,1,NA,NA,NA,NA,1,1,0,1,0,1,225.234,1,NA,NA,NA,NA,NA,NA,NA,NA
1991,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,NA,1,1,NA,1,0,0,0,NA,NA,NA,1,1,1,0,NA,0,NA,0,2,1,NA,NA,NA,NA,1,1,0,1,0,1,233.795,1,NA,NA,NA,NA,NA,NA,NA,NA
1992,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,NA,1,1,NA,1,0,0,0,NA,NA,NA,1,1,1,0,NA,0,NA,0,2,1,NA,NA,NA,NA,1,1,0,1,0,1,240.289,1,NA,NA,NA,NA,NA,NA,NA,NA
1993,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,NA,1,1,NA,1,0,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,0,2,1,NA,NA,NA,NA,1,1,0,1,0,1,245.573,1,NA,NA,NA,NA,NA,NA,NA,NA
1994,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,NA,1,1,NA,1,0,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,0,2,1,NA,NA,NA,NA,1,1,0,1,0,1,250.352,1,NA,NA,NA,NA,NA,NA,NA,NA
1995,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,1,NA,1,0,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,0,2,1,NA,NA,NA,NA,1,0,0,1,0,1,244.798,1,NA,NA,NA,NA,NA,NA,NA,0
1996,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,1,1,NA,1,0,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,0,2,1,NA,NA,NA,NA,1,0,0,1,0,1,267.461,1,NA,NA,NA,NA,NA,NA,NA,0
1997,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,NA,NA,NA,10,2,15,13,29,4,6,15,37,2,6,9,20,4,4,2,NA,7,10,13,NA,8,1,2,21,16,10,NA,NA,1,0,NA,1,1,NA,1,0,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,0,2,1,NA,NA,NA,NA,1,0,0,1,0,1,283.963,1,NA,NA,NA,NA,NA,NA,NA,0
1998,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,0,1,13,4,13,16,37,9,3,20,51,1,4,9,26,4,6,5,NA,12,11,14,NA,11,1,2,22,13,15,NA,NA,1,0,NA,1,1,NA,1,0,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,0,2,1,NA,NA,NA,NA,1,0,0,1,0,1,312.72,1,NA,NA,NA,NA,NA,NA,NA,1
1999,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,NA,NA,NA,15,4,18,17,44,8,3,19,51,1,4,10,26,4,7,1,NA,12,11,14,1,7,1,1,22,15,20,NA,NA,1,1,NA,1,1,NA,1,0,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,0,2,1,NA,NA,NA,NA,1,0,0,1,0,1,335.621,1,NA,NA,NA,NA,NA,NA,NA,1
2000,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,1,0,0,0,0,0,0,1,1,1,0,NA,NA,NA,0,2,1,NA,NA,1,NA,1,0,0,1,0,1,324.924,1,0,NA,NA,NA,NA,NA,NA,1
2001,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,0.00400808,-1.30383e-4,0.775814738,-0.037296614,-0.011933973,-0.045484108,-0.010425876,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,1,0,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,0,2,1,NA,NA,NA,NA,1,0,0,1,0,1,348.217,1,0,NA,NA,NA,NA,NA,NA,1
2002,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,1,0,0,0,NA,NA,NA,1,1,1,0,NA,NA,NA,0,2,1,0,NA,1,NA,1,0,0,1,0,1,380.844,1,0,NA,NA,NA,NA,NA,NA,1
2003,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,1,0,0,0,NA,NA,NA,1,1,1,0,NA,NA,0,0,2,1,NA,NA,NA,NA,1,0,0,1,0,1,368.556,1,0,NA,NA,NA,NA,NA,NA,1
2004,NH,29,New Hampshire,33,4,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,1,0,0,0,NA,NA,NA,1,1,1,0,0,NA,0,0,2,1,NA,NA,NA,NA,1,0,0,1,0,1,356.321,1,0,NA,NA,NA,NA,NA,NA,1
